	1_S1_L001	10_S10_L001	11_S11_L001	12_S12_L001	13_S13_L001	14_S14_L001	15_S15_L001	16_S16_L001	17_S17_L001	2_S2_L001	3_S3_L001	4_S4_L001	5_S5_L001	6_S6_L001	8_S8_L001	9_S9_L001	1_S72_L002	10_S81_L002	11_S82_L002	12_S83_L002	13_S84_L002	14_S85_L002	15_S86_L002	16_S87_L002	17_S88_L002	18_S89_L002	19_S90_L002	2_S73_L002	20_S91_L002	21_S92_L002	22_S93_L002	23_S94_L002	24_S95_L002	25_S96_L002	26_S97_L002	27_S98_L002	28_S99_L002	29_S100_L002	3_S74_L002	30_S101_L002	31_S102_L002	32_S103_L002	33_S104_L002	34_S105_L002	35_S106_L002	36_S107_L002	37_S108_L002	38_S109_L002	39_S110_L002	4_S75_L002	40_S111_L002	41_S112_L002	42_S113_L002	43_S114_L002	44_S115_L002	45_S116_L002	46_S117_L002	47_S118_L002	48_S119_L002	49_S120_L002	5_S76_L002	50_S121_L002	51_S122_L002	52_S123_L002	53_S124_L002	6_S77_L002	7_S78_L002	8_S79_L002	9_S80_L002
ASV_76	0	1383	1717	0	0	0	0	0	0	0	0	0	0	0	1779	2976	0	53	22	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	18	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
ASV_77	887	96	223	2015	1527	0	0	0	0	775	404	571	160	844	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	71	43	0	0	25	0	0	0	0	0	0	58	61	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_78	908	0	0	0	0	0	0	0	0	2105	44	89	398	3938	0	0	8	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	26	0	0	0	35	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	103	31	132	0
ASV_79	0	1384	2567	220	433	0	0	56	0	0	0	0	0	0	544	1790	0	53	33	157	0	0	15	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	119	141	165	171	0	0	44	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_80	1269	40	36	0	0	0	0	0	0	1293	1055	1570	443	850	9	40	18	0	0	0	0	0	0	2	0	0	0	144	0	0	0	0	0	132	105	96	159	74	17	29	73	30	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	42	26	26	0
ASV_81	0	0	61	0	0	0	0	0	0	0	0	0	0	0	6876	245	0	0	0	0	69	137	100	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	123
ASV_82	0	150	1352	0	0	0	0	0	0	0	0	0	0	0	3765	1277	0	37	0	76	68	224	244	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	275	0	0	0	0	44
ASV_83	5341	0	0	0	0	0	0	0	0	759	0	0	751	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_84	77	516	865	1232	1329	274	250	608	60	145	24	24	22	43	609	602	0	14	14	0	17	36	27	29	0	0	36	19	0	66	32	11	0	0	0	0	9	0	0	0	0	0	28	48	57	66	9	29	88	0	17	0	0	0	0	99	83	83	0	0	0	0	0	0	0	0	0	0	12
ASV_85	612	0	0	0	0	0	0	0	0	385	1996	1355	813	1474	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	41	68	57	57	141	20	72	96	49	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	87	68	45	0
ASV_86	485	198	233	1283	1355	0	0	0	0	862	54	123	629	962	202	144	0	0	0	15	0	21	25	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	13	17	26	0	27	39	22	8	0	0	0	0	0	0	0	0	0	265	0	0	0	0	140	54	23	5
ASV_87	0	973	1261	1020	740	580	374	317	0	0	0	0	0	0	429	960	0	24	19	72	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	75	86	97	0	25	40	0	0	21	0	18	18	28	15	0	0	0	0	0	0	0	0	0	0	0	0
ASV_88	0	0	0	214	187	1100	2358	2278	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	81	91	123	167	161	109	43	0	0	0	0	0	0	0	0	0	0
ASV_89	20	269	523	3760	1245	10	24	267	11	11	37	30	2	20	157	134	0	6	0	20	0	6	0	11	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	26	76	90	35	0	79	100	0	13	0	0	0	0	80	66	37	0	0	0	0	0	0	0	0	0	0	0
ASV_90	0	0	0	0	0	1233	2799	2226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	68	138	387	66	0	0	25	0	0	54	0	0	0	0	0	0	0
ASV_91	576	1438	769	131	128	0	0	18	0	426	205	238	135	602	568	1374	0	37	28	39	0	0	0	0	0	0	0	36	0	0	0	0	0	14	0	10	7	18	0	12	0	0	9	0	16	37	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	14	12	0
ASV_92	2001	173	91	0	0	0	0	0	0	1002	742	840	459	568	88	81	20	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	47	75	133	51	67	26	39	81	22	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	44	32	0	0
ASV_93	0	235	475	3090	2647	20	0	0	10	0	0	0	0	0	50	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	131	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_94	842	0	0	0	0	0	0	0	0	964	982	1338	544	1348	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	70	65	69	125	0	53	67	40	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	55	0	56	0
ASV_95	1133	600	325	138	0	0	0	0	0	662	864	785	501	692	192	320	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	47	75	77	63	0	0	77	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	43	0	0	0
ASV_96	146	1116	1096	675	799	0	0	0	0	122	105	137	0	84	926	1298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	62	88	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_97	0	189	65	3856	2069	8	0	0	0	0	13	0	0	17	32	0	0	0	0	5	6	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	46	0	104	156	0	30	0	0	0	0	0	0	0	0	0	0	35	0	33	0	0	0	0	0
ASV_98	232	860	1002	491	374	0	0	107	0	202	362	398	196	442	542	865	0	22	0	65	0	0	0	0	0	0	0	19	0	0	0	0	0	21	21	25	33	38	0	25	35	20	38	0	40	63	0	0	0	20	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	28	17	25	0
ASV_99	0	0	0	0	0	3811	2354	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	81	71	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_100	589	0	0	0	0	0	0	0	0	438	1597	1543	530	1261	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	56	0	0	118	0	0	118	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	94	0
ASV_101	0	516	3273	0	0	0	0	0	0	0	0	0	0	0	0	2444	0	61	12	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_102	439	76	127	0	0	0	0	0	0	188	1062	1200	284	1762	695	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	27	58	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	55	32	49	0
ASV_103	1761	0	0	0	0	0	0	0	0	2761	370	779	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	83	117	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_104	0	629	3833	0	0	0	0	0	0	0	0	0	0	0	606	944	0	28	15	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_105	506	238	223	736	852	184	306	248	19	287	625	405	160	238	142	139	0	0	0	18	9	40	27	10	0	0	26	53	0	0	0	10	0	46	41	41	51	41	0	46	47	22	0	0	0	16	0	42	94	48	22	16	0	15	20	25	27	0	0	0	20	0	0	0	0	29	0	21	4
ASV_106	0	0	0	28	0	1255	2796	1443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	75	103	107	39	0	0	28	0	0	68	0	0	0	0	0	0	0
ASV_107	415	0	0	0	0	0	0	0	0	94	1165	1330	491	1761	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	80	0	0	99	0	109	79	76	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	94	51	44	0
ASV_108	995	0	0	0	0	0	0	0	0	956	904	1068	435	1191	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	71	0	0	62	114	18	0	78	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0
ASV_109	914	0	0	0	0	0	0	0	0	603	966	987	606	1343	0	0	26	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	39	41	71	42	67	0	28	59	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	45	3	0	0	0	53	43	43	0
ASV_110	394	808	866	372	327	0	0	223	0	258	125	108	49	82	635	1337	0	16	0	41	3	0	0	0	0	0	0	17	0	0	0	0	0	0	9	27	29	14	0	7	15	0	10	45	76	25	0	5	21	0	0	0	0	0	0	40	28	40	0	0	0	0	0	0	0	0	0	0	7
ASV_111	304	0	0	0	0	0	0	0	0	314	1667	1746	400	975	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	44	0	41	25	81	10	58	63	56	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	46	49	33	0
ASV_112	112	0	0	0	0	0	0	0	0	48	1745	1162	775	1497	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	20	29	20	0	142	0	67	133	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	89	0	59	30	41	0
ASV_113	967	0	18	0	0	0	0	15	0	1047	1045	1351	268	621	0	0	8	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	70	60	61	45	64	19	34	85	31	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	31	13	19	0
ASV_114	0	585	703	1547	1355	0	0	213	10	0	0	0	0	0	158	652	0	11	16	33	4	12	9	13	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	71	132	105	56	7	42	112	0	18	0	0	0	0	29	44	32	0	0	0	0	0	23	0	0	0	0	0
ASV_115	0	0	0	0	0	1278	2737	994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	94	158	216	64	0	0	15	0	0	14	0	0	0	0	0	0	0
ASV_116	80	0	13	93	36	933	2289	1520	0	59	25	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	32	0	2	0	0	0	10	16	18	0	0	0	0	0	0	0	0	0	0	7	0	11	0	33	87	128	154	57	31	0	27	0	0	0	0	0	0	0	0	0	0
ASV_117	0	0	85	175	153	1021	1768	1827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	99	122	89	104	0	0	0	0	0	0	0	0	0	0	0
ASV_118	0	0	0	22	30	665	2972	1417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	88	66	65	66	0	0	52	0	0	0	0	0	0	0	0	0	0
ASV_119	10	809	1024	873	1342	0	0	0	0	0	0	0	0	0	476	651	0	18	21	63	0	25	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	40	42	44	0	39	62	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_120	0	0	0	0	0	1001	2360	1216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	154	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	81	189	370	43	0	0	27	0	0	46	0	0	0	0	0	0	0
ASV_121	613	276	0	61	29	0	0	0	0	715	1036	1289	359	637	115	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	97	108	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_122	0	708	662	1184	1341	6	0	93	40	0	0	0	0	0	458	596	0	22	14	23	9	27	28	14	0	0	0	0	0	0	7	0	12	0	0	0	0	0	0	0	0	0	36	17	30	60	8	33	71	0	16	0	0	0	0	0	0	13	6	0	0	0	0	39	0	0	0	0	6
ASV_123	503	133	22	0	0	22	15	0	0	268	1176	1145	591	1144	13	7	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	37	38	0	75	0	38	79	23	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	39	40	47	0
ASV_124	528	0	4	0	0	0	0	0	0	329	1305	1196	423	1028	7	8	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	39	27	46	39	86	0	41	91	53	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	60	30	19	0
ASV_125	0	0	18	20	0	1414	2049	1258	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	72	143	64	27	0	0	22	0	0	0	0	0	0	0	0	0	0
ASV_126	75	493	1664	914	303	31	48	150	30	0	0	0	0	0	243	724	0	29	0	123	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	81	53	37	0	39	61	0	0	0	0	0	0	37	39	31	0	0	0	0	0	11	0	0	0	0	0
ASV_127	0	0	0	0	0	1060	1652	1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	34	603	0	120	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	59	149	263	65	52	0	0	0	0	14	0	0	0	0	0	0	0
ASV_128	544	0	0	0	0	0	0	0	0	605	633	1705	220	745	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	62	69	78	20	79	0	24	37	50	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	30	11	19	0
ASV_129	0	541	1572	65	166	334	122	339	0	0	0	0	0	0	362	883	0	29	40	79	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	62	122	127	79	0	0	0	0	0	29	0	0	0	41	29	64	0	0	0	0	0	0	0	0	0	0	0
ASV_130	5	10	0	54	125	0	0	80	2500	39	14	0	0	0	0	18	0	0	0	0	0	0	7	0	0	13	0	0	0	455	858	516	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	8	11	0	0	0	0	0	58	0	0	0	0	0
ASV_131	78	0	0	0	0	0	0	0	117	4384	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	104	35	66	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_132	1522	0	0	0	0	0	0	0	0	1403	444	530	131	227	0	0	29	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	50	79	163	69	0	0	35	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	42	0	0	0
ASV_133	70	227	685	1302	1365	0	0	0	24	20	0	0	0	0	374	206	0	0	0	41	30	89	111	57	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	31	23	36	14	38	59	0	19	0	0	0	0	0	0	0	0	27	0	0	19	0	0	0	0	0	0
ASV_134	574	32	27	0	0	0	0	0	0	333	1133	847	195	1028	17	11	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	52	0	74	52	101	0	47	72	34	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	42	22	38	0
ASV_135	428	0	0	0	0	0	0	0	0	503	557	786	352	1821	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	29	36	22	22	43	0	23	55	17	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	35	21	39	0
ASV_136	659	0	0	0	0	0	0	0	0	494	1171	1130	0	995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	46	93	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0
ASV_137	141	909	1127	400	321	117	74	162	0	137	182	176	60	210	215	184	0	0	22	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	22	18	0	0	0	0	46	43	61	81	5	0	0	0	15	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	6
ASV_138	39	87	177	322	90	1686	948	373	0	89	114	96	0	46	56	46	0	0	0	0	0	0	0	0	0	250	0	0	0	31	0	17	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	85	0	69	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_139	592	0	0	0	0	0	0	0	0	583	920	1311	178	799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	94	70	0	0	50	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_140	0	0	0	0	0	0	0	0	3694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	205	196	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	14	0	0	0	0	0
ASV_141	4038	0	0	0	0	0	0	0	0	430	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_142	569	19	0	0	0	0	0	0	0	626	892	799	363	871	0	0	10	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	35	32	48	19	63	10	35	55	17	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	30	20	36	0
ASV_143	937	0	0	0	0	0	0	0	0	479	861	759	296	616	0	0	27	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	102	70	49	73	44	0	25	57	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	32	15	31	0
ASV_144	626	0	0	0	0	0	0	0	0	509	753	1080	230	506	0	0	8	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	74	96	98	97	85	13	51	78	25	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	55	0	45	0
ASV_145	0	0	6	0	0	2545	1505	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	58	97	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_146	0	301	221	45	0	1710	1495	356	0	0	0	0	0	0	39	114	0	0	0	0	0	0	0	0	0	0	8	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	5	14	19	0	0	0	0	0	52	22	60	45	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV_147	221	0	0	0	0	0	0	0	0	130	788	978	438	1572	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	13	20	34	49	0	38	57	20	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	20	26	37	0
ASV_148	0	97	276	789	510	589	636	621	77	0	0	0	0	0	67	0	0	0	0	0	0	0	0	14	0	0	65	0	0	50	13	9	13	0	0	0	0	0	0	0	0	0	33	40	0	21	0	38	54	0	17	11	23	84	66	71	84	83	0	0	0	0	0	0	0	0	0	0	0
ASV_149	141	0	0	0	0	0	0	0	0	60	1753	966	392	634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	63	95	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	40	30	0
ASV_150	262	571	495	74	180	39	19	23	0	425	264	324	133	346	288	388	0	12	12	23	0	5	6	0	0	0	0	32	0	0	0	0	0	41	32	54	97	33	0	3	19	15	19	18	18	34	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	7	12	0
ASV_151	0	1595	1830	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	44	85	53	360	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	109	0	0	0	0	0
ASV_152	0	426	816	809	1148	5	0	194	0	24	0	0	0	0	291	214	0	9	8	45	0	14	16	13	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	26	22	25	50	12	18	73	0	12	0	0	0	0	12	4	17	0	0	0	12	0	0	0	0	0	0	4
ASV_153	256	0	0	0	0	0	0	0	0	152	812	972	322	1370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	89	0	28	88	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	36	25	55	0
ASV_154	5	455	1190	478	661	87	66	109	0	0	0	0	0	0	224	546	0	0	0	95	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	103	119	0	0	11	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_155	50	162	224	1109	609	72	0	275	95	65	300	284	64	274	43	0	0	0	0	0	0	0	15	0	0	0	0	0	0	57	28	17	0	0	0	26	0	0	0	0	0	0	0	0	0	86	0	46	84	0	14	0	0	0	0	84	51	83	0	0	0	0	0	0	0	0	0	0	0
ASV_156	0	0	33	0	0	1820	1932	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	34	110	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_158	0	0	0	0	0	403	1738	1479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	35	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	75	91	79	27	54	0	29	0	0	0	0	0	0	0	0	0	0
ASV_159	89	389	609	491	463	45	32	198	16	131	188	176	139	251	244	183	0	0	8	31	0	6	11	3	0	0	0	9	0	10	8	6	2	5	0	15	16	12	3	0	9	0	24	35	50	32	5	10	27	15	0	0	0	0	0	37	26	37	0	0	0	0	0	0	0	6	0	9	4
ASV_160	0	428	618	609	757	333	194	140	0	19	6	0	0	0	106	109	0	0	21	80	0	0	0	0	0	12	161	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	61	90	98	40	0	41	52	0	0	0	17	22	0	48	28	0	0	0	0	0	0	0	0	0	0	0	0
ASV_161	0	1053	1304	0	0	0	0	0	0	0	0	0	0	0	264	1030	0	46	55	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	94	80	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
ASV_162	0	0	0	0	0	460	1659	1569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	50	49	84	25	0	0	36	0	0	33	0	0	0	0	0	0	0
ASV_163	69	0	0	0	0	0	0	0	0	0	1233	1002	537	1087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_164	35	696	605	362	406	23	33	13	0	17	47	16	0	49	375	968	0	25	11	30	0	3	11	9	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	14	35	53	46	19	14	16	0	0	0	0	0	0	31	0	5	0	0	0	0	0	0	0	0	0	0	40
ASV_165	123	54	74	866	501	145	173	313	267	426	69	34	47	219	23	0	0	0	0	0	0	0	0	12	10	71	82	0	88	113	137	26	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	36	30	0	0	0	0	14	0	0	0	0	0	0
ASV_166	0	0	379	648	1296	192	257	156	206	0	0	0	0	0	72	144	0	0	0	0	10	46	49	19	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	58	0	0	0	33	79	0	14	0	0	0	0	0	0	179	0	32	0	0	0	0	0	0	0	0	0
ASV_167	0	90	151	1002	1997	0	0	0	82	78	0	0	0	0	77	69	0	0	0	0	26	50	43	38	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	18	14	21	98	0	38	0	0	0	0	0	0	8	0	0	0	12	0	60	0	0	0	0	0
