"","X1_S1_L001_reseq","X2_S73_L002","X4_S75_L002","X3_S3_L001_reseq","X5_S5_L001_reseq","X6_S6_L001_reseq","X29_S100_L002","X31_S102_L002","X4_S4_L001_reseq","X8_S8_L001_reseq","X9_S9_L001_reseq","X12_S12_L001_reseq","X14_S85_L002","X15_S86_L002","X16_S87_L002","X33_S104_L002","X34_S105_L002","X35_S106_L002","X38_S109_L002","X39_S110_L002","X13_S13_L001_reseq","X17_S88_L002","X18_S89_L002","X19_S90_L002","X20_S91_L002","X21_S92_L002","X22_S93_L002","X23_S94_L002","X17_S17_L001_reseq","X14_S14_L001_reseq","X15_S15_L001_reseq","X43_S114_L002","X44_S115_L002","X45_S116_L002","X46_S117_L002","X47_S118_L002","X16_S16_L001_reseq"
"ASV_82",11652536.6515749,0.01,11110767.1852912,1379831.05241636,6561870.04877073,4513449.56574643,0.01,0.01,2584886.45271403,2326379.12071279,7354232.96418246,50483026.1669019,6660156.25983223,2284032.15316239,8522934.84034617,8212412.10561939,4705117.33010586,7925602.6574768,1086128.52121704,388660.927511251,327119.540290269,0.01,0.01,344886319.88,46099080.36,0.01,0.01,0.01,0.01,32060022.048,208635501,210135509.5,285291062.14,8484169.824,982861.675,0.01,33033662.112
"ASV_84",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1001020.064
"ASV_86",0.01,0.01,0.01,2299718.42069393,0.01,0.01,0.01,0.01,0.01,20937412.0864151,44125397.7850947,37862269.6251764,0.01,2284032.15316239,3409173.93613847,44581665.7162196,22181267.4133562,46421386.9937927,1603332.57893944,242913.079694532,327119.540290269,0.01,0.01,0.01,0.01,84354662.37,315327748.908,228427835.336,180153018.005,0.01,0.01,0.01,0.01,0.01,1376006.345,4247672.196,0.01
"ASV_87",0.01,0.01,0.01,459943.684138785,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1577594.56771568,0.01,285504.019145299,0.01,0.01,0.01,0.01,0.01,48582.6159389064,40889.9425362836,0.01,33720799.8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_88",28160296.9079726,14253047.3541655,34026724.5049543,919887.36827757,4328041.94706154,14087433.4930873,0.01,0.01,1292443.22635702,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_90",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,102360681.311363,121344843.909011,0.01,0.01,0.01,0.01,0.01,4032957.71151931,11322289.5106811,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_91",41754923.0014766,25734668.83391,34026724.5049543,37255438.4152416,3211127.89620695,1641254.38754415,8956661.80990625,12245860.599064,79485258.4209564,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,231906318.54,35854840.28,0.01,0.01,0.01,0.01,16697928.15,137699430.66,126081305.7,345352338.38,10133869.512,0.01,0.01,50551513.232
"ASV_92",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,190282107.52,40976960.32,0.01,0.01,0.01,0.01,18033762.402,121008590.58,96845060.9,139427962.7,7777155.672,3931446.7,0.01,27528051.76
"ASV_93",1942089.44192915,0.01,4860960.6435649,0.01,0.01,0.01,0.01,0.01,646221.613178508,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,155161.21731672,0.01,20444.9712681418,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_94",33986565.23376,44342813.9907372,69442294.90807,23917071.5752168,4746884.71613202,4376678.36678441,11822793.5890763,20595311.0075167,45881734.535674,2326379.12071279,1838558.24104561,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_95",0.01,0.01,0.01,919887.36827757,0.01,0.01,0.01,0.01,0.01,2326379.12071279,0.01,100966052.333804,0.01,1142016.0765812,0.01,11732017.293742,0.01,0.01,4447954.89641263,1506061.0941061,920023.70706638,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_97",145656708.144686,0.01,163883815.983045,0.01,6841098.56148438,2461881.58131623,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,243798950.26,61465440.48,14825970.962,0.01,0.01,0.01,17365845.276,62590650.3,73090612,122267598.06,16025654.112,12580629.44,47432339.522,33534172.144
"ASV_99",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3155189.13543137,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,61334.9138044253,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1613310.609,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_100",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2326379.12071279,9192791.20522807,91500484.9275097,31080729.2125504,0.01,0.01,0.01,0.01,0.01,2844622.31747319,1336021.93831993,633794.109312395,0.01,0.01,136765264.78,169029961.32,22494576.632,47468693.384,10742893.246,15595335.887,1335834.252,6259065.03,0.01,0.01,0.01,5307453.045,17698634.15,7507650.48
"ASV_101",6797313.04675201,0.01,0.01,2299718.42069393,977299.794497768,683855.994810064,0.01,0.01,0.01,0.01,0.01,25241513.0834509,0.01,0.01,7670641.35631155,0.01,0.01,0.01,0.01,388660.927511251,163559.770145134,30301073.46,236045598.6,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_102",13594626.093504,0.01,0.01,22077296.8386617,1954599.58899554,7522415.94291071,11285393.8804819,14750695.7215998,34249745.4984609,37222065.9314046,3677116.48209123,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1501530.096
"ASV_103",2913134.16289372,7126523.67708276,8333075.3889684,15178141.5765799,2094213.84535236,2735423.97924026,6090530.03073625,9741025.47652816,14863097.1031057,32569307.6899791,36771164.8209123,7887972.83857842,0.01,0.01,0.01,42235262.2574712,0.01,28305723.7767029,0.01,0.01,224894.68394956,0.01,0.01,184335791.66,30732720.24,0.01,0.01,0.01,0.01,22041265.158,139785785.67,84054203.8,85801823.2,5656113.216,0.01,0.01,35536212.272
"ASV_105",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,78681866.2,570846322.56,0.01,0.01,0.01,0.01,0.01,26048767.914,102231395.49,142526693.4,72931549.72,3299399.376,0.01,0.01,19019381.216
"ASV_106",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6733571.88,33720799.8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_108",27189252.187008,0.01,29860186.8104701,20697465.7862453,4607270.45977519,2325110.38235422,9314928.2823025,20595311.0075167,24556421.3007833,13958274.7242767,18385582.4104561,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_109",62146862.1417326,33257110.4930529,65275757.2135858,17017916.313135,4607270.45977519,1778025.58650617,11285393.8804819,22543516.1028223,19386648.3953552,6979137.36213837,1838558.24104561,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,500510.032
"ASV_111",11652536.6515749,12669375.4259249,18749419.6251789,4599436.84138785,1256528.30721142,1914796.78546818,3224398.25156625,0.01,5815994.51860657,20937412.0864151,34932606.5798667,6310378.27086274,0.01,0.01,0.01,8212412.10561939,0.01,10190060.559613,0.01,0.01,81779.8850725671,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_112",6797313.04675201,4751015.78472184,15971727.8288561,16098028.9448575,2513056.61442283,2461881.58131623,8060995.62891563,9741025.47652816,16801761.9426412,0.01,0.01,9465567.4062941,0.01,571008.038290599,0.01,0.01,0.01,0.01,0.01,121456.539847266,40889.9425362836,0.01,0.01,0.01,0.01,0.01,2542965.717,0.01,3764391.421,0.01,0.01,0.01,0.01,0.01,0.01,6371508.294,500510.032
"ASV_113",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,18611032.9657023,31255490.0977754,42595053.3283235,19980468.7794967,3997056.26803419,5113760.9042077,37542455.3399744,6049436.56727897,24909036.9234985,1293010.144306,510117.467358517,674684.051848679,0.01,0.01,0.01,0.01,3578682.646,0.01,0.01,0.01,26716685.04,56331585.27,54817959,98672096.68,0.01,0.01,0.01,5505610.352
"ASV_114",1942089.44192915,0.01,0.01,4139493.15724907,0.01,136771.198962013,0.01,0.01,1938664.83953552,2326379.12071279,1838558.24104561,11043161.9740098,0.01,0.01,0.01,0.01,0.01,0.01,0.01,145747.847816719,20444.9712681418,0.01,674415996,291369477.14,46099080.36,0.01,0.01,0.01,0.01,24712933.662,164822045.79,124254040.4,199489238.94,9426855.36,0.01,0.01,20020401.28
"ASV_116",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5112403.78,89003800.095,0.01,76363368.826,2003751.378,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_117",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,855163628.76,685656262.6,0.01,0.01,511240.378,0.01,0.01,1075540.406,0.01,0.01,0.01,0.01,3535070.76,6290314.72,16990688.784,5005100.32
"ASV_118",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6979137.36213837,42286839.5440491,47327837.0314705,11100260.4330537,856512.057435898,6818347.87227693,73911708.9505745,54444929.1055107,62272592.3087463,1344730.55007824,1214565.39847266,572459.19550797,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_119",2913134.16289372,0.01,0.01,2299718.42069393,0.01,136771.198962013,0.01,0.01,8400880.9713206,62812236.2592453,42286839.5440491,14198351.1094412,0.01,0.01,0.01,0.01,14787511.6089041,38495784.3363159,0.01,0.01,408899.425362836,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,64787961.222,110576815.53,51163428.4,87946868.78,0.01,0.01,0.01,500510.032
"ASV_120",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,33720799.8,0.01,0.01,5623644.158,1695310.478,0.01,0.01,19369596.654,31295325.15,25581714.2,36465774.86,4477756.296,0.01,5663562.928,3003060.192
"ASV_122",5826268.32578744,0.01,0.01,3679549.47311028,139614.256356824,136771.198962013,2686998.54297188,0.01,8400880.9713206,4652758.24142558,0.01,3155189.13543137,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20444.9712681418,0.01,11240266.6,267584213.7,71709680.56,0.01,0.01,0.01,0.01,17365845.276,139785785.67,149835754.6,347497383.96,5656113.216,0.01,0.01,20520911.312
"ASV_125",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20200715.64,44961066.4,0.01,0.01,0.01,0.01,0.01,3226621.218,667917.126,4172710.02,0.01,0.01,6363127.368,5110880.71,14866852.686,5505610.352
"ASV_126",1942089.44192915,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,16284653.8449895,27578373.6156842,22086323.9480196,0.01,0.01,2556880.45210385,98548945.2674327,34280140.5479141,28305723.7767029,1655052.98471168,558700.083297423,122669.827608851,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_127",7768357.76771658,0.01,24304803.2178245,17937803.6814126,2931899.3834933,2461881.58131623,7881862.3927175,0.01,25848864.5271403,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_129",971044.720964573,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,27916549.4485535,34932606.5798667,20508729.3803039,15540364.6062752,3997056.26803419,0.01,22290832.8581098,17476150.0832503,26041265.8745666,1810214.2020284,485826.159389064,490679.310435403,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6127455.984,4324591.37,15574798.052,4004080.256
"ASV_130",11652536.6515749,5938769.7309023,0.01,2759662.10483271,977299.794497768,136771.198962013,2149598.8343775,3339780.16338108,3231108.06589254,37222065.9314046,55156747.2313684,9465567.4062941,0.01,0.01,0.01,9385613.83499359,18148309.7018369,35099097.4831116,206881.62308896,267204.387663985,163559.770145134,0.01,0.01,0.01,0.01,15848451.718,87308489.617,85943145.968,266734020.688,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_131",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2151080.812,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_132",0.01,6730605.69502261,0.01,0.01,0.01,0.01,0.01,0.01,0.01,13958274.7242767,11031349.4462737,41017458.7606078,66601562.5983223,8279616.55521368,28977978.457177,21117631.1287356,10082394.2787983,11322289.5106811,1706773.39048392,510117.467358517,408899.425362836,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_133",15536715.5354332,9106113.58738353,20138265.5233403,34955719.9945477,5165727.48520249,3145737.5761263,13434992.7148594,25048351.2253581,33603523.8852824,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_134",51465370.2111223,0.01,35415570.4031157,7359098.94622056,0.01,1094169.5916961,0.01,0.01,25202642.9139618,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_135",38841788.8385829,6730605.69502261,22221534.3705824,18857691.0496902,3909199.17799107,2735423.97924026,9673194.75469875,23378461.1436676,30372415.8193899,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_137",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,16284653.8449895,40448281.3030035,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_138",971044.720964573,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,190282107.52,0.01,51635278.178,17800760.019,22051201.926,2151080.812,3339585.63,16690840.08,0.01,0.01,34879364.832,18281227.155,107607695.632,30531111.952
"ASV_140",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,14718976.3638855,0.01,48582.6159389064,143114.798876992,0.01,0.01,89194737.9,35854840.28,0.01,16105449.541,0.01,0.01,4675419.882,108490460.52,71263346.7,85801823.2,4949099.064,7469748.73,0.01,28529071.824
"ASV_141",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,53868575.04,0.01,0.01,0.01,23005817.01,11867173.346,28836187.134,8066553.045,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_144",971044.720964573,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1838558.24104561,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_145",13594626.093504,14253047.3541655,40276531.0466806,32656001.5738537,2792285.12713648,5470847.95848052,16659390.9664256,20038680.9802865,23263978.0744263,4652758.24142558,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,291369477.14,30732720.24,0.01,0.01,0.01,0.01,16030011.024,45899810.22,96845060.9,100817142.26,8719841.208,4128019.035,14158907.32,17517851.12
"ASV_146",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,303262108.86,40976960.32,0.01,0.01,0.01,0.01,9350839.764,141872140.68,63954285.5,53626139.5,10133869.512,0.01,0.01,26527031.696
"ASV_147",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,784913693.52,0.01,0.01,0.01,0.01,0.01,9350839.764,52158875.25,60299754.9,0.01,9662526.744,7273176.395,19114524.882,22522951.44
"ASV_149",0.01,0.01,2777691.7963228,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6310378.27086274,0.01,0.01,0.01,0.01,0.01,0.01,0.01,121456.539847266,20444.9712681418,0.01,0.01,267584213.7,40976960.32,0.01,2542965.717,0.01,0.01,10686674.016,87626910.42,98672326.2,72931549.72,9191183.976,18477799.49,19114524.882,10510710.672
"ASV_151",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,44961066.4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_152",6797313.04675201,0.01,0.01,43234706.3090458,3629970.66527742,2051567.98443019,19167256.2731994,26996556.3206637,26495086.1403188,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,71573652.92,34753864.799,34490341.474,17208646.496,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_153",0.01,0.01,0.01,0.01,0.01,6291475.15225259,0.01,0.01,0.01,0.01,0.01,0.01,215345052.401242,15702721.0529915,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_156",10681491.9306103,14648965.3362257,43054222.8430034,13338366.8400248,2513056.61442283,2051567.98443019,11285393.8804819,10575970.5173734,20679091.6217122,0.01,3677116.48209123,1577594.56771568,0.01,0.01,0.01,1173201.7293742,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,22494576.632,27972622.887,9612062.378,5377702.03,8682922.638,6259065.03,0.01,0.01,0.01,23785252.535,0.01,3003060.192
"ASV_157",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11631895.603564,14708465.9283649,0.01,0.01,0.01,0.01,0.01,55117088.7240973,38495784.3363159,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_162",10681491.9306103,0.01,0.01,4139493.15724907,0.01,547084.795848052,0.01,0.01,3231108.06589254,2326379.12071279,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20444.9712681418,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11830944.466,5343337.008,10431775.05,0.01,0.01,0.01,0.01,85661389.286,2002040.128
"ASV_163",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11031349.4462737,12620756.5417255,24420572.9527182,5424576.36376069,7670641.35631155,0.01,0.01,0.01,1396450.95585048,607282.69923633,613349.138044254,0.01,0.01,0.01,840027686.56,0.01,12714828.585,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_164",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,838329699.06,3034871982,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_167",6797313.04675201,11481621.4797445,9027498.3380491,12418479.4717472,4467656.20341837,7112102.34602467,7344462.68412313,15307325.74883,20032870.0085337,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,13292249.828,1695310.478,9046646.944,2688851.015,6011254.134,8345420.04,0.01,0.01,16496996.88,26340692.89,50972066.352,12512750.8
"ASV_169",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6979137.36213837,5515674.72313684,3155189.13543137,0.01,0.01,0.01,21117631.1287356,12098873.1345579,32834639.5809753,0.01,218621.771725079,40889.9425362836,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_170",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3677116.48209123,0.01,293046875.432618,7708608.51692308,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,445973689.5,20488480.16,0.01,0.01,0.01,0.01,24712933.662,73022425.35,65781550.8,130847780.38,10133869.512,0.01,0.01,9509690.608
"ASV_174",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4238276.195,0.01,0.01,0.01,2086355.01,0.01,0.01,3299399.376,0.01,2123836.098,0.01
"ASV_176",971044.720964573,0.01,0.01,1379831.05241636,0.01,0.01,0.01,0.01,646221.613178508,25590170.3278407,29416931.8567298,11043161.9740098,0.01,1142016.0765812,0.01,12905219.0231162,15459671.2274907,31702410.6299072,672365.275039118,97165.2318778128,245339.655217701,0.01,0.01,309208424.72,0.01,2044961.512,0.01,0.01,0.01,6011254.134,14604485.07,16445387.7,0.01,4949099.064,4128019.035,0.01,1001020.064
"ASV_178",0.01,0.01,0.01,459943.684138785,0.01,0.01,0.01,0.01,0.01,6979137.36213837,7354232.96418246,20508729.3803039,0.01,571008.038290599,0.01,65699296.8449552,33607980.9293276,49818073.8469971,1758493.79625616,582991.391266877,408899.425362836,0.01,44961066.4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_180",3884178.88385829,0.01,20832688.472421,8738929.99863692,1535756.81992506,1504483.18858214,5373997.08594375,6957875.34037725,14216875.4899272,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_183",8739402.48868115,0.01,0.01,28976452.1007435,3909199.17799107,5197305.56055649,14151525.6596519,23935091.1708978,35542188.7248179,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,53516842.74,0.01,0.01,0.01,0.01,0.01,40075027.56,58417940.28,84054203.8,87946868.78,0.01,0.01,0.01,2002040.128
"ASV_184",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6991012.639,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_185",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6979137.36213837,1838558.24104561,33129485.9220294,26640625.0393289,5139072.34461539,15341282.7126231,0.01,0.01,0.01,930967.303900318,971652.318778128,674684.051848679,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_186",107785964.027068,0.01,32637878.6067929,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,291369477.14,0.01,0.01,0.01,0.01,8066553.045,10018756.89,31295325.15,23754448.9,32175683.7,11312226.432,16905220.81,21946306.346,7007140.448
